"id","ean","nombre","descripcion","imagen","precio","precio_con_descuento","departamento","categoria","subcategoria"
"8c6d1e4d-b01e-48db-b3c4-fc3f77823e3a","650240004643",Jabón en Barra Asepxia Exfoliante 100g,"Jabón en barra con efecto exfoliante, su nueva fórmula hidro-force presenta una mezcla única de ácido salicílico y glicólico combinado con extractos de ingredientes naturales.Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/33491052/650240004643_00.jpg?v=638580870637500000,$60.00,$60.00,Cuidado e higiene personal,Cuidado corporal,""
"4509078e-0141-4803-98c7-473e29d3a60c","7501056330569",Crema facial Pond's Rejuveness de día 400g,"Olvídate de las arrugas y luce una piel radiante y saludable con la Crema Facial Pond’s Rejuveness de Día. Desarrollada por el Pond's Institute, su fórmula avanzada con colágeno y vitamina E activa la firmeza y ayuda a desvanecer las arrugas. Dermatológicamente probada. Ideal para uso diario en tu rutina de cuidado para una piel visiblemente más joven.Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/33288182/7501056330569_00.jpg?v=638576941059330000,$110.00,$110.00,Cuidado e higiene personal,Cuidado facial,Cremas faciales
"93b8136c-f802-4329-b86d-b07ca89168ce","7504025112937",Funda Jordache Premium Estándar Blanco,Funda Jordache premium estándar.,https://chedrauimx.vtexassets.com/arquivos/ids/32799235/7504025112937_00.jpg?v=638567430360370000,$0.00,$0.00,Hogar y jardin,Recamara,""
"21ccd433-bd31-4a43-8ff9-3e0d777d729c","23614228298951",Tinte Semi Permanente Soft Color 7745 Granada,"Coloración sin Amoníaco y con ingredientes naturales.Cabello visiblemente saludable con 90% menos quiebre. Coloración Semi-Permanente que respeta tu cabello con tonos multidimensionales y radiantes.Su tratamiento te ayuda a retomar la fuerza y brillo del cabello hasta por 4 semanas. Enriquecido con manteca de karité, aceite de coco y aloe vera, delicado aroma floral. Armoniosa cobertura de canas.Para todos los tipos de cabello. Resiste hasta 28 lavadas. Sin Amoníaco. Enriquecido con manteca de karité, aceite de coco y aloe vera.Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/31827353/3614228298957_00.jpg?v=638556546278730000,$76.00,$76.00,Cuidado e higiene personal,Cuidado capilar,""
"4220ea79-5274-49e9-a2f9-cff77729a5f3","7502273750994",Laptop Bundle Lanix Neuron Flex 12 C4-B21 más Robot Aspiradora Lanix Xrobot LXCR de Regalo  -Liquidación-,"Combo de computadora Neuron Flex Celeron N4020, 4GB 128GB, 11.6"", Windows  10, Wifi BT. Más aspiradora robot Lanix XROBOT LXCR Navegación por giroscopio. Barredora. Aspiradora. Trapeador. 100-120 minutos de limpieza por carga.  Crea mapa inteligente. Poder de succión 2000 PA / Tira magnética para áreas prohibidas.  Control por App Lanix Smart Home y Por control remoto Términos y Condiciones",https://chedrauimx.vtexassets.com/arquivos/ids/32348806/7502273750994_00.jpg?v=638562758485930000,"$3,995.00","$3,495.00",Tecnologia,Computación,Computadoras y laptops
"1c66cd58-4354-41f5-a5de-42451f95b266","197497065411",Laptop HP 15-fc0000la AMD Ryzen 3 8GB 512GB SSD 15.6 FHD Windows 11 Home Single Language,"Perfecta para tu vida híbrida. Diseño elegante que integra materiales reciclados, gran desempeño con procesador AMD, gráficos AMD Radeon, sorprendente visualización, videollamadas dinámicas, amplio almacenamiento y conexión rápida WiFi6, te dan la capacidad para hacer más cosas, en más lugares y en cualquier momento del día.",https://chedrauimx.vtexassets.com/arquivos/ids/32909711/197497065411_00.jpg?v=638569215037400000,"$10,595.00","$10,395.00",Tecnologia,Computación,Computadoras y laptops
"9b7bdb75-467a-43ad-81a2-c8aa62a6d87d","17502295972920",Ensaladera RSXXI 33 Cm Siena,Ensaladera RSXXI 33 Cm Siena,https://chedrauimx.vtexassets.com/arquivos/ids/31852698/7502295972923_00.jpg?v=638556667403700000,$169.00,$169.00,Hogar y jardin,Cocina,""
"590899d0-566d-4ce8-b648-69cd417132b4","5010993834952",Muñeca Bebe Dulce Bailarina Baby Alive,Muñeca Bebe Dulce Bailarina Baby Alive,https://chedrauimx.vtexassets.com/arquivos/ids/32161681/5010993834952_00.jpg?v=638560305163700000,$219.00,$219.00,Jugueteria,Muñecas y ponys,""
"65967127-1e12-46b7-93db-545e8e440727","750402511290",Funda Jordache Premium Estándar Azul Obscuro.,Funda Jordache premium estándar.,https://chedrauimx.vtexassets.com/arquivos/ids/32799236/7504025112906_00.jpg?v=638567430365200000,$0.00,$0.00,Hogar y jardin,Recamara,""
f9c4c3a5-c260-4b27-8661-192813f34422,"2350178000004",Cilantro Rollo,"Cilantro en rollo.
*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/32897819/2350178_00.jpg?v=638569153313070000,$14.90,$14.90,Supermercado,Frutas y verduras,""
